"PMID","Reference","Species","Duration","Burden","Diversity","Test","Effect_size"
33654382,"Wei D, 2021","rat",14,16,9,"SPT",NA
33654382,"Wei D, 2021","rat",14,16,9,"TST",NA
33654382,"Wei D, 2021","rat",14,16,9,"EPM",-1.21267812518166
33654382,"Wei D, 2021","rat",14,16,9,"OFT",-3.13785816221094
33607579,"Babaei A, 2021","rat",21,21,8,"FST",NA
33607579,"Babaei A, 2021","rat",21,21,8,"SPT",NA
33607579,"Babaei A, 2021","rat",21,21,8,"TST",NA
33607579,"Babaei A, 2021","rat",21,21,8,"EPM",-1.10317138821148
33607579,"Babaei A, 2021","rat",21,21,8,"OFT",NA
33344727,"Pace SA, 2020","rat",14,28,7,"FST",NA
33344727,"Pace SA, 2020","rat",14,28,7,"SPT",NA
33344727,"Pace SA, 2020","rat",14,28,7,"TST",NA
33344727,"Pace SA, 2020","rat",14,28,7,"EPM",0.87159817526587
33344727,"Pace SA, 2020","rat",14,28,7,"OFT",-1.3882496070537
33321142,"Meade GM, 2021","rat",42,40,6,"FST",NA
33321142,"Meade GM, 2021","rat",42,40,6,"SPT",NA
33321142,"Meade GM, 2021","rat",42,40,6,"TST",NA
33321142,"Meade GM, 2021","rat",42,40,6,"EPM",-0.843299381094191
33321142,"Meade GM, 2021","rat",42,40,6,"OFT",NA
33230530,"Wei J, 2021","rat",14,28,6,"FST",NA
33230530,"Wei J, 2021","rat",14,28,6,"SPT",NA
33230530,"Wei J, 2021","rat",14,28,6,"TST",NA
33230530,"Wei J, 2021","rat",14,28,6,"EPM",-0.315789473684211
33230530,"Wei J, 2021","rat",14,28,6,"OFT",0
33007392,"Song Y, 2021","rat",30,30,11,"FST",NA
33007392,"Song Y, 2021","rat",30,30,11,"SPT",NA
33007392,"Song Y, 2021","rat",30,30,11,"TST",NA
33007392,"Song Y, 2021","rat",30,30,11,"EPM",-1.98402010915797
33007392,"Song Y, 2021","rat",30,30,11,"OFT",-2.06764225838768
32734320,"Castillo-Campos A, 2021","rat",15,30,12,"FST",NA
32734320,"Castillo-Campos A, 2021","rat",15,30,12,"SPT",NA
32734320,"Castillo-Campos A, 2021","rat",15,30,12,"TST",NA
32734320,"Castillo-Campos A, 2021","rat",15,30,12,"EPM",-0.743743712886422
32734320,"Castillo-Campos A, 2021","rat",15,30,12,"OFT",-4.54545454545454
32579979,"Wankhar W, 2020","rat",7,14,9,"FST",NA
32579979,"Wankhar W, 2020","rat",7,14,9,"SPT",NA
32579979,"Wankhar W, 2020","rat",7,14,9,"TST",NA
32579979,"Wankhar W, 2020","rat",7,14,9,"EPM",0.704664263417644
32579979,"Wankhar W, 2020","rat",7,14,9,"OFT",-1.34915704019255
31881185,"Ventura-Silva AP, 2020","rat",28,28,5,"FST",NA
31881185,"Ventura-Silva AP, 2020","rat",28,28,5,"SPT",NA
31881185,"Ventura-Silva AP, 2020","rat",28,28,5,"TST",NA
31881185,"Ventura-Silva AP, 2020","rat",28,28,5,"EPM",-3.1739806805691
31881185,"Ventura-Silva AP, 2020","rat",28,28,5,"OFT",NA
31758000,"Sequeira-Cordero A, 2019","rat",30,30,6,"FST",NA
31758000,"Sequeira-Cordero A, 2019","rat",30,30,6,"SPT",NA
31758000,"Sequeira-Cordero A, 2019","rat",30,30,6,"TST",NA
31758000,"Sequeira-Cordero A, 2019","rat",30,30,6,"EPM",NA
31758000,"Sequeira-Cordero A, 2019","rat",30,30,6,"OFT",0.259129029820359
30880220,"Viana Borges J, 2019","rat",14,14,7,"FST",NA
30880220,"Viana Borges J, 2019","rat",14,14,7,"SPT",NA
30880220,"Viana Borges J, 2019","rat",14,14,7,"TST",NA
30880220,"Viana Borges J, 2019","rat",14,14,7,"EPM",-3.1701910602635
30880220,"Viana Borges J, 2019","rat",14,14,7,"OFT",NA
30367959,"Lam VYY, 2019","rat",10,20,8,"FST",NA
30367959,"Lam VYY, 2019","rat",10,20,8,"SPT",NA
30367959,"Lam VYY, 2019","rat",10,20,8,"TST",NA
30367959,"Lam VYY, 2019","rat",10,20,8,"EPM",0.0636800599917392
30367959,"Lam VYY, 2019","rat",10,20,8,"OFT",-0.484481395124954
30367959,"Lam VYY, 2019","rat",10,20,8,"FST",NA
30367959,"Lam VYY, 2019","rat",10,20,8,"SPT",NA
30367959,"Lam VYY, 2019","rat",10,20,8,"TST",NA
30367959,"Lam VYY, 2019","rat",10,20,8,"EPM",0.187134858465542
30367959,"Lam VYY, 2019","rat",10,20,8,"OFT",-0.442739626329988
29990678,"Lam VYY, 2018","rat",10,20,8,"FST",NA
29990678,"Lam VYY, 2018","rat",10,20,8,"SPT",NA
29990678,"Lam VYY, 2018","rat",10,20,8,"TST",NA
29990678,"Lam VYY, 2018","rat",10,20,8,"EPM",NA
29990678,"Lam VYY, 2018","rat",10,20,8,"OFT",-0.557190347384198
29990678,"Lam VYY, 2018","rat",10,20,8,"FST",NA
29990678,"Lam VYY, 2018","rat",10,20,8,"SPT",NA
29990678,"Lam VYY, 2018","rat",10,20,8,"TST",NA
29990678,"Lam VYY, 2018","rat",10,20,8,"EPM",NA
29990678,"Lam VYY, 2018","rat",10,20,8,"OFT",-0.949940059759909
